ncrna_id,symbol,disease_id,context_id,translational_score,relevance_score,mean_abs_log2fc,sig_rate,de_consistency,mean_tau,log_tpm_disease,label,confidence_tier,task_type,label_source,dataset_id,notes,score_id,specificity_score,mechanism_score,tractability_score,human_evidence_score,risk_score,top_evidence,risk_flags,recommended_experiments,model_version,scored_date,expr_mean_tcga_pancan,expr_median_tcga_pancan,expr_std_tcga_pancan,expr_min_tcga_pancan,expr_max_tcga_pancan,expr_q1_tcga_pancan,expr_q3_tcga_pancan,expr_iqr_tcga_pancan,expr_prevalence_tcga_pancan,in_tcga_pancan_expr,gf_geneformer_like_score,gf_regulatory_centrality,gf_perturbation_impact,gf_disease_shift,gf_context_support,gf_risk_adjustment,gf_model_version,n_pathways,max_hub_correlation,mean_lit_confidence,n_unique_papers,conservation_score,n_perturbation_studies,n_high_conf_perts,mean_pert_effect,mean_clinical_r,n_sig_clinical,risk_ubiquitous,risk_contradictory_lit,risk_high_isoforms,curated_contradiction_flag
LNCRNA_9557,PARP4,DIS_001,CTX_001,0.1809,0.6006,0.853136,1.0,1.0,0.0,3.778943,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_9557_DIS_001_CTX_001,0.0939,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.85"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.193658,0.0,0.25,0.293337,0.078239,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_13101,PGLYRP2,DIS_001,CTX_001,0.1809,0.5717,0.280746,1.0,1.0,0.0,5.907401,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_13101_DIS_001_CTX_001,0.1468,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.28"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.190796,0.0,0.25,0.264261,0.122306,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_8568,SORBS1,DIS_001,CTX_001,0.1809,0.5959,0.759918,1.0,1.0,0.0,4.122323,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_8568_DIS_001_CTX_001,0.1024,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.76"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.193185,0.0,0.25,0.288602,0.085348,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_7954,SLCO2B1,DIS_001,CTX_001,0.1809,0.5734,0.313775,1.0,1.0,0.0,5.782229,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_7954_DIS_001_CTX_001,0.1437,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.31"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.190956,0.0,0.25,0.265939,0.119714,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_7219,RPL12,DIS_001,CTX_001,0.1809,0.576,0.366343,1.0,1.0,0.0,5.586135,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_7219_DIS_001_CTX_001,0.1388,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.37"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.191218,0.0,0.25,0.268609,0.115654,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_12797,UQCR11,DIS_001,CTX_001,0.1809,0.6069,0.977935,1.0,1.0,0.0,3.308302,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_12797_DIS_001_CTX_001,0.0822,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.98"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.194269,0.0,0.25,0.299676,0.068495,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_9989,DHRS7,DIS_001,CTX_001,0.1809,0.59,0.644479,1.0,1.0,0.0,4.545778,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_9989_DIS_001_CTX_001,0.1129,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.64"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.192596,0.0,0.25,0.282738,0.094115,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_4312,NDST1,DIS_001,CTX_001,0.1809,0.5821,0.488377,1.0,1.0,0.0,5.126661,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_4312_DIS_001_CTX_001,0.1274,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.49"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.191816,0.0,0.25,0.274808,0.106142,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_10680,PCSK6,DIS_001,CTX_001,0.1808,0.5743,0.332463,1.0,1.0,0.0,5.705286,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_10680_DIS_001_CTX_001,0.1417,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.33"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.191034,0.0,0.25,0.266888,0.118121,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_6443,EPHX2,DIS_001,CTX_001,0.1808,0.5762,0.370124,1.0,1.0,0.0,5.563882,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_6443_DIS_001_CTX_001,0.1382,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.37"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.19122,0.0,0.25,0.268801,0.115194,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_4619,TUBB,DIS_001,CTX_001,0.1808,0.5679,0.206491,1.0,1.0,0.0,6.171806,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_4619_DIS_001_CTX_001,0.1533,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.21"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1904,0.0,0.25,0.260489,0.12778,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_6344,ERICH1,DIS_001,CTX_001,0.1808,0.6309,1.455326,1.0,1.0,0.0,1.520861,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_6344_DIS_001_CTX_001,0.0378,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 1.46"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.20""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.19663,0.0,0.25,0.323926,0.031488,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_2386,EFHD1,DIS_001,CTX_001,0.1808,0.5993,0.829342,1.0,1.0,0.0,3.851078,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_2386_DIS_001_CTX_001,0.0957,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.83"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.193505,0.0,0.25,0.292128,0.079732,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_8836,TPI1,DIS_001,CTX_001,0.1808,0.5761,0.372217,1.0,1.0,0.0,5.539412,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_8836_DIS_001_CTX_001,0.1376,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.37"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.191196,0.0,0.25,0.268908,0.114687,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_6302,BCAP31,DIS_001,CTX_001,0.1808,0.5892,0.63109,1.0,1.0,0.0,4.574788,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_6302_DIS_001_CTX_001,0.1137,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.63"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.192486,0.0,0.25,0.282058,0.094716,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_12616,YWHAB,DIS_001,CTX_001,0.1808,0.5865,0.578943,1.0,1.0,0.0,4.768231,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_12616_DIS_001_CTX_001,0.1185,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.58"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.192224,0.0,0.25,0.279409,0.098721,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_14137,TYMP,DIS_001,CTX_001,0.1807,0.6012,0.871291,1.0,1.0,0.0,3.672047,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_14137_DIS_001_CTX_001,0.0912,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.87"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.193667,0.0,0.25,0.294259,0.076025,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_5234,FSCN1,DIS_001,CTX_001,0.1807,0.6062,0.970408,1.0,1.0,0.0,3.300445,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_5234_DIS_001_CTX_001,0.082,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.97"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.194157,0.0,0.25,0.299294,0.068332,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_8377,OGDHL,DIS_001,CTX_001,0.1807,0.5832,0.514943,1.0,1.0,0.0,4.993548,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_8377_DIS_001_CTX_001,0.1241,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.51"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.191878,0.0,0.25,0.276158,0.103386,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_10543,CYP1A1,DIS_001,CTX_001,0.1806,0.5999,0.847635,1.0,1.0,0.0,3.745331,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_10543_DIS_001_CTX_001,0.0931,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.85"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.193519,0.0,0.25,0.293057,0.077543,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_7324,RXRA,DIS_001,CTX_001,0.1806,0.5687,0.228682,1.0,1.0,0.0,6.048833,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_7324_DIS_001_CTX_001,0.1503,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.23"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.190428,0.0,0.25,0.261616,0.125234,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_5004,FRK,DIS_001,CTX_001,0.1806,0.5941,0.733546,1.0,1.0,0.0,4.168981,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_5004_DIS_001_CTX_001,0.1036,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.73"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.192947,0.0,0.25,0.287262,0.086314,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_11619,PIPOX,DIS_001,CTX_001,0.1806,0.5657,0.169961,1.0,1.0,0.0,6.265598,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_11619_DIS_001_CTX_001,0.1557,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.17"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.190131,0.0,0.25,0.258634,0.129722,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_9291,HAL,DIS_001,CTX_001,0.1806,0.5983,0.816978,1.0,1.0,0.0,3.856628,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_9291_DIS_001_CTX_001,0.0958,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.82"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.19336,0.0,0.25,0.2915,0.079847,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_3875,PRLR,DIS_001,CTX_001,0.1806,0.6062,0.972254,1.0,1.0,0.0,3.276245,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_3875_DIS_001_CTX_001,0.0814,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.97"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.19413,0.0,0.25,0.299388,0.067831,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_7359,PTGDS,DIS_001,CTX_001,0.1806,0.6372,1.589076,1.0,1.0,0.0,0.975949,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_7359_DIS_001_CTX_001,0.0242,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 1.59"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.20""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.197201,0.0,0.25,0.33072,0.020206,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_2373,PSMD1,DIS_001,CTX_001,0.1806,0.5969,0.790374,1.0,1.0,0.0,3.946938,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_2373_DIS_001_CTX_001,0.0981,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.79"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.193209,0.0,0.25,0.290149,0.081717,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
LNCRNA_13933,SEC14L2,DIS_001,CTX_001,0.1806,0.5732,0.320388,1.0,1.0,0.0,5.696283,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,,SCR_LNCRNA_13933_DIS_001_CTX_001,0.1415,0.0,0.0,0.0,0.75,"[""Mean |log2FC| = 0.32"", ""Significant dataset fraction = 1.00"", ""DE direction consistency = 1.00"", ""Geneformer-like score = 0.19""]","[""Low tissue specificity (Tau < 0.4) \u2014 systemic liability risk"", ""No curated liver-disease evidence currently linked""]","[""Validate differential expression in an independent cohort"", ""Review pathway support and perturbation evidence"", ""Prioritize for targeted follow-up assay panel""]",v2.5,2026-05-15 23:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.190862,0.0,0.25,0.266275,0.117935,0.75,gf_v0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
